state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
1941,OH,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,,Likely Voters,IVR/Online,6,22,2016,6,23,2016,40.0,44.0,0.0,16.0,,,
1942,OH,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,40.0,40.0,12.0,8.0,,,
1943,OH,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,36.0,38.0,19.0,7.0,,,
1944,OH,Zogby (Internet),,Likely Voters,Internet,5,18,2016,5,22,2016,39.0,45.0,0.0,16.0,,,
1945,OH,Zogby (Internet),,Likely Voters,Internet,5,18,2016,5,22,2016,33.0,38.0,9.0,20.0,,,
1946,OH,CBS/YouGov,,Likely Voters,Internet,5,16,2016,5,19,2016,39.0,44.0,15.0,2.0,,,
1947,OH,Quinnipiac,,Registered Voters,Live Phone,4,27,2016,5,8,2016,43.0,39.0,12.0,6.0,,,
1948,OH,PPP (D),,Registered Voters,IVR/Online,4,26,2016,4,27,2016,42.0,45.0,-1.0,14.0,,,
1949,OH,NBC/WSJ/Marist,,Registered Voters,Live Phone,3,4,2016,3,10,2016,42.0,48.0,0.0,10.0,,,
1950,OH,PPP (D),,Likely Voters,Automated Phone,3,4,2016,3,6,2016,40.0,45.0,0.0,15.0,,,
1951,OH,CNN,,Registered Voters,Live Phone,3,2,2016,3,6,2016,43.0,50.0,7.0,0.0,,,
1952,OH,Baldwin Wallace University,,Likely Voters,Internet,2,11,2016,2,20,2016,39.0,37.0,20.0,4.0,,,
1953,OH,Quinnipiac,,Registered Voters,Live Phone,2,16,2016,2,20,2016,44.0,42.0,8.0,6.0,,,
1954,OH,Quinnipiac,,Registered Voters,Live Phone,9,25,2015,10,5,2015,42.0,43.0,11.0,4.0,,,
1955,OH,Quinnipiac,,Registered Voters,Live Phone,8,7,2015,8,18,2015,38.0,43.0,13.0,6.0,,,
1956,FL,Opinion Savvy,,Likely Voters,IVR/Online,11,5,2016,11,6,2016,46.0,48.0,5.0,1.0,,,
1957,FL,Quinnipiac,,Likely Voters,Live Phone,11,3,2016,11,6,2016,45.0,46.0,4.0,5.0,,,
1958,FL,Quinnipiac,,Likely Voters,Live Phone,11,3,2016,11,6,2016,46.0,46.0,3.0,5.0,,,
1959,FL,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,11,1,2016,11,2,2016,48.0,45.0,4.0,3.0,,,
1960,FL,CBS/YouGov,,Likely Voters,Internet,11,2,2016,11,4,2016,45.0,45.0,10.0,0.0,,,
1961,FL,Gravis Marketing/One America News ,,Registered Voters,IVR/Online,10,31,2016,10,31,2016,49.0,51.0,,,,,
1962,FL,Gravis Marketing/One America News ,,Registered Voters,IVR/Online,10,31,2016,10,31,2016,46.0,49.0,4.0,1.0,,,
1963,FL,Opinion Savvy/Fox 13/Fox 35,,Likely Voters,IVR/Online,11,1,2016,11,2,2016,45.0,49.0,4.0,2.0,,,
1964,FL,Dixie Strategies (R),,Likely Voters,IVR/Live Phone,10,25,2016,10,26,2016,46.0,42.0,6.0,6.0,,,
1965,FL,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,45.0,46.0,5.0,4.0,,,
1966,FL,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,45.0,47.0,4.0,4.0,,,
1967,FL,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,47.0,49.0,4.0,0.0,,,
1968,FL,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,49.0,50.0,1.0,0.0,,,
1969,FL,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,10,25,2016,10,30,2016,40.0,48.0,12.0,0.0,,,
1970,FL,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,30,2016,10,30,2016,48.0,44.0,4.0,4.0,,,
1971,FL,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,25,2016,10,26,2016,46.0,46.0,7.0,1.0,,,
1972,FL,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,25,2016,10,26,2016,44.0,45.0,9.0,2.0,,,
1973,FL,NYT Upshot/Siena,,Likely Voters,Live Phone,10,25,2016,10,27,2016,46.0,42.0,7.0,5.0,,,
1974,FL,NYT Upshot/Siena,,Likely Voters,Live Phone,10,25,2016,10,27,2016,48.0,45.0,2.0,5.0,,,
1975,FL,Saint Leo University,,Likely Voters,Internet,10,22,2016,10,26,2016,37.0,50.0,6.0,7.0,,,
1976,FL,Saint Leo University,,Likely Voters,Internet,10,22,2016,10,26,2016,35.0,49.0,8.0,8.0,,,
1977,FL,UNF,,Likely Voters,Live Phone,10,20,2016,10,25,2016,44.0,46.0,4.0,6.0,,,
1978,FL,UNF,,Likely Voters,Live Phone,10,20,2016,10,25,2016,39.0,43.0,9.0,9.0,,,
1979,FL,Ipsos/Reuters,,Likely Voters,Internet,10,5,2016,10,12,2016,40.0,42.0,8.0,10.0,,,
1980,FL,Ipsos/Reuters,,Likely Voters,Internet,10,5,2016,10,12,2016,38.0,42.0,11.0,9.0,,,
1981,FL,SurveyUSA/Bay News 9/News 13,,Likely Voters,IVR/Online,10,20,2016,10,24,2016,45.0,48.0,7.0,0.0,,,
1982,FL,Bloomberg/Selzer,,Likely Voters,Live Phone,10,21,2016,10,24,2016,46.0,45.0,5.0,4.0,,,
1983,FL,Bloomberg/Selzer,,Likely Voters,Live Phone,10,21,2016,10,24,2016,45.0,43.0,8.0,4.0,,,
1984,FL,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,20,2016,10,22,2016,46.0,46.0,3.0,5.0,,,
1985,FL,Lucid/The Times-Picayune,,Likely Voters,Internet,10,17,2016,10,18,2016,39.0,45.0,8.0,8.0,,,
1986,FL,CBS/YouGov,,Likely Voters,Internet,10,20,2016,10,21,2016,43.0,46.0,11.0,0.0,,,
1987,FL,Opinion Savvy/Fox 13/Fox 35,,Likely Voters,IVR/Online,10,20,2016,10,20,2016,45.0,49.0,4.0,2.0,,,
1988,FL,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,46.0,49.0,,,,,
1989,FL,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,47.0,47.0,0.0,6.0,,,
1990,FL,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,45.0,43.0,9.0,3.0,,,
1991,FL,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,44.0,48.0,4.0,4.0,,,
1992,FL,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,45.0,49.0,1.0,5.0,,,
1993,FL,Gravis Marketing/Breitbart,,Registered Voters,IVR/Online,10,11,2016,10,13,2016,42.0,46.0,2.0,10.0,,,
1994,FL,PPP (D),,Likely Voters,IVR/Online,10,12,2016,10,13,2016,42.0,46.0,6.0,6.0,,,
1995,FL,PPP (D),,Likely Voters,IVR/Online,10,12,2016,10,13,2016,44.0,49.0,0.0,7.0,,,
1996,FL,Florida Atlantic University,,Likely Voters,IVR/Online,10,5,2016,10,9,2016,43.0,49.0,1.0,7.0,,,
1997,FL,Opinion Savvy,,Likely Voters,IVR/Online,10,10,2016,10,11,2016,44.0,47.0,6.0,3.0,,,
1998,FL,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,44.0,49.0,0.0,7.0,,,
1999,FL,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,47.0,48.0,,,,,
2000,FL,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,3,2016,10,5,2016,44.0,46.0,7.0,3.0,,,
2001,FL,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,3,2016,10,5,2016,42.0,45.0,9.0,4.0,,,
2002,FL,UNF,,Likely Voters,Live Phone,9,27,2016,10,4,2016,40.0,47.0,4.0,9.0,,,
2003,FL,UNF,,Likely Voters,Live Phone,9,27,2016,10,4,2016,38.0,41.0,11.0,10.0,,,
2004,FL,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,47.0,46.0,,,,,
2005,FL,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,46.0,48.0,0.0,6.0,,,
2006,FL,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,41.0,46.0,8.0,5.0,,,
2007,FL,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,44.0,49.0,1.0,6.0,,,
2008,FL,Opinion Savvy/Fox 13/Fox 35,,Likely Voters,IVR/Online,9,28,2016,9,29,2016,46.0,47.0,6.0,1.0,,,
2009,FL,Mason-Dixon,,Likely Voters,Live Phone,9,27,2016,9,29,2016,42.0,46.0,8.0,4.0,,,
2010,FL,PPP (D-Vote Vets Action Fund),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,43.0,45.0,4.0,8.0,,,
2011,FL,PPP (D-Vote Vets Action Fund),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,45.0,48.0,0.0,7.0,,,
2012,FL,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,48.0,46.0,,,,,
2013,FL,Cherry (R-Florida Chamber of Commerce),,Likely Voters,Live Phone,9,15,2016,9,20,2016,41.0,43.0,15.0,1.0,,,
2014,FL,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,45.0,49.0,0.0,6.0,,,
2015,FL,Suffolk,,Likely Voters,Live Phone,9,19,2016,9,21,2016,45.0,44.0,10.0,1.0,,,
2016,FL,Saint Leo University,,Likely Voters,Internet,9,10,2016,9,16,2016,44.0,49.0,,,,,
2017,FL,Monmouth University,,Likely Voters,Live Phone,9,16,2016,9,19,2016,41.0,46.0,8.0,5.0,,,
2018,FL,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,50.0,46.0,0.0,4.0,,,
2019,FL,NYT Upshot/Siena,,Likely Voters,Live Phone,9,10,2016,9,14,2016,43.0,43.0,7.0,7.0,,,
2020,FL,NYT Upshot/Siena,,Likely Voters,Live Phone,9,10,2016,9,14,2016,40.0,41.0,12.0,7.0,,,
2021,FL,CNN,,Likely Voters,Live Phone,9,7,2016,9,12,2016,47.0,44.0,8.0,1.0,,,
2022,FL,CNN,,Likely Voters,Live Phone,9,7,2016,9,12,2016,50.0,46.0,4.0,0.0,,,
2023,FL,CBS/YouGov,,Likely Voters,Internet,9,7,2016,9,9,2016,42.0,44.0,14.0,0.0,,,
2024,FL,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,47.0,47.0,1.0,5.0,,,
2025,FL,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,43.0,43.0,11.0,3.0,,,
2026,FL,PPP (D),,Likely Voters,IVR/Online,9,4,2016,9,6,2016,44.0,43.0,7.0,6.0,,,
2027,FL,PPP (D),,Likely Voters,IVR/Online,9,4,2016,9,6,2016,46.0,47.0,0.0,7.0,,,
2028,FL,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,44.0,46.0,0.0,10.0,,,
2029,FL,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,40.0,42.0,12.0,6.0,,,
2030,FL,ICITIZEN,,Registered Voters,Internet,8,18,2016,8,24,2016,37.0,42.0,13.0,8.0,,,
2031,FL,Cherry (R-Florida Chamber of Commerce),,Likely Voters,Live Phone,8,17,2016,8,22,2016,44.0,43.0,8.0,5.0,,,
2032,FL,Cherry (R-Florida Chamber of Commerce),,Likely Voters,Live Phone,8,17,2016,8,22,2016,44.0,41.0,11.0,4.0,,,
2033,FL,Saint Leo University,,Likely Voters,Internet,8,14,2016,8,18,2016,38.0,52.0,,,,,
2034,FL,Monmouth University,,Likely Voters,Live Phone,8,12,2016,8,15,2016,39.0,48.0,8.0,5.0,,,
2035,FL,CBS/YouGov,,Likely Voters,Internet,8,10,2016,8,12,2016,40.0,45.0,15.0,0.0,,,
2036,FL,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,4,2016,8,10,2016,39.0,44.0,10.0,7.0,,,
2037,FL,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,4,2016,8,10,2016,36.0,41.0,14.0,9.0,,,
2038,FL,Opinion Savvy/Fox 13,,Likely Voters,IVR/Online,8,10,2016,8,10,2016,44.0,45.0,8.0,3.0,,,
2039,FL,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,45.0,46.0,4.0,5.0,,,
2040,FL,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,43.0,43.0,11.0,3.0,,,
2041,FL,Suffolk,,Likely Voters,Live Phone,8,1,2016,8,3,2016,42.0,48.0,9.0,1.0,,,
2042,FL,Suffolk,,Likely Voters,Live Phone,8,1,2016,8,3,2016,39.0,43.0,17.0,1.0,,,
2043,FL,GQR (D-Project New America) ,,Likely Voters,Live Phone,7,6,2016,7,10,2016,40.0,45.0,8.0,7.0,,,
2044,FL,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,11,2016,37.0,44.0,12.0,7.0,,,
2045,FL,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,11,2016,36.0,41.0,13.0,10.0,,,
2046,FL,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,42.0,39.0,14.0,5.0,,,
2047,FL,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,41.0,36.0,15.0,8.0,,,
2048,FL,Gravis Marketing/OANN,,Registered Voters,Automated Phone,6,27,2016,6,28,2016,49.0,45.0,,,,,
2049,FL,Onmessage (R-Let's Get to Work),,Likely Voters,Live Phone,6,26,2016,6,28,2016,47.0,45.0,0.0,8.0,,,
2050,FL,JMC Analytics (R),,Likely Voters,Automated Phone,7,9,2016,7,10,2016,47.0,42.0,3.0,8.0,,,
2051,FL,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,39.0,52.0,6.0,3.0,,,
2052,FL,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,38.0,49.0,11.0,2.0,,,
2053,FL,SurveyUSA/Bay News 9/News 13,,Likely Voters,IVR/Online,6,25,2016,6,27,2016,42.0,46.0,7.0,5.0,,,
2054,FL,CBS/YouGov,,Likely Voters,Internet,6,21,2016,6,24,2016,41.0,44.0,15.0,0.0,,,
2055,FL,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,39.0,47.0,8.0,6.0,,,
2056,FL,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,36.0,42.0,16.0,6.0,,,
2057,FL,PPP (D),,Likely Voters,IVR/Online,6,2,2016,6,5,2016,41.0,40.0,6.0,13.0,,,
2058,FL,PPP (D),,Likely Voters,IVR/Online,6,2,2016,6,5,2016,45.0,44.0,0.0,11.0,,,
2059,FL,Mason-Dixon,,Registered Voters,Live Phone,5,31,2016,6,2,2016,42.0,45.0,6.0,7.0,,,
2060,FL,Gravis Marketing,,Registered Voters,Automated Phone,5,17,2016,5,18,2016,42.0,46.0,0.0,12.0,,,
2061,FL,CBS/YouGov,,Likely Voters,Internet,5,16,2016,5,19,2016,42.0,43.0,1.0,14.0,,,
2062,FL,Quinnipiac,,Registered Voters,Live Phone,4,27,2016,5,8,2016,42.0,43.0,9.0,6.0,,,
2063,FL,Associated Industries of Florida (R),,Likely Voters,Live Phone,4,25,2016,4,27,2016,36.0,49.0,0.0,15.0,,,
2064,FL,NBC/WSJ/Marist,,Registered Voters,Live Phone,3,4,2016,3,10,2016,41.0,49.0,1.0,9.0,,,
2065,FL,CNN,,Registered Voters,Live Phone,3,2,2016,3,6,2016,43.0,50.0,6.0,1.0,,,
2066,FL,SurveyUSA/Bay News 9/News 13,,Likely Voters,IVR/Online,3,4,2016,3,6,2016,45.0,44.0,-1.0,12.0,,,
2067,FL,PPP (D),,Likely Voters,IVR/Online,2,24,2016,2,25,2016,46.0,44.0,0.0,10.0,,,
2068,FL,PPP (D),,Likely Voters,IVR/Online,2,24,2016,2,25,2016,42.0,41.0,10.0,7.0,,,
2069,FL,Florida Southern College Center,,Registered Voters,Live Phone,1,30,2016,2,6,2016,38.0,45.0,10.5,6.5,,,
2070,FL,Florida Atlantic University,,Registered Voters,Automated Phone,1,15,2016,1,18,2016,47.0,44.0,0.0,9.0,,,
2071,FL,Saint Leo University,,Likely Voters,Internet,11,29,2015,12,3,2015,41.0,49.0,,,,,
2072,FL,Florida Atlantic University,,Registered Voters,Automated Phone,9,17,2015,9,20,2015,46.0,45.0,-1.0,10.0,,,
2073,FL,Florida Atlantic University,,Registered Voters,Automated Phone,11,15,2015,11,16,2015,49.0,41.0,0.0,10.0,,,
2074,FL,SurveyUSA/Bay News 9/News 13,,Likely Voters,IVR/Online,10,28,2015,11,1,2015,47.0,43.0,1.0,9.0,,,
2075,FL,Cherry (R-Florida Chamber of Commerce),,Likely Voters,Live Phone,9,16,2015,9,20,2015,41.0,42.0,,,,,
2076,FL,Quinnipiac,,Registered Voters,Live Phone,9,25,2015,10,5,2015,41.0,46.0,9.0,4.0,,,
2077,FL,PPP (D),,Likely Voters,IVR/Online,9,11,2015,9,13,2015,48.0,42.0,1.0,9.0,,,
2078,FL,Quinnipiac,,Registered Voters,Live Phone,8,7,2015,8,18,2015,43.0,41.0,12.0,4.0,,,
2079,MO,PPP (D-Center for American Progress Action Fund),,Likely Voters,IVR/Online,10,31,2016,11,1,2016,52.0,41.0,0.0,7.0,,,
2080,MO,DFM Research (D-SMART),,Likely Voters,Live Phone,10,27,2016,11,1,2016,47.0,38.0,4.0,11.0,,,
2081,MO,Monmouth University,,Likely Voters,Live Phone,10,28,2016,10,31,2016,52.0,38.0,6.0,4.0,,,
2082,MO,Mason-Dixon/Post-Dispatch,,Likely Voters,Live Phone,10,24,2016,10,26,2016,47.0,42.0,4.0,7.0,,,
2083,MO,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,51.0,45.0,,,,,
2084,MO,Monmouth University,,Likely Voters,Live Phone,10,9,2016,10,11,2016,46.0,41.0,8.0,5.0,,,
2085,MO,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,49.0,37.0,0.0,14.0,,,
2086,MO,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,51.0,45.0,,,,,
2087,MO,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,53.0,44.0,,,,,
2088,MO,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,48.0,36.0,0.0,16.0,,,
2089,MO,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,52.0,44.0,,,,,
2090,MO,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,51.0,35.0,0.0,14.0,,,
2091,MO,CBS/YouGov,,Likely Voters,Internet,9,21,2016,9,23,2016,46.0,37.0,17.0,0.0,,,
2092,MO,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,53.0,36.0,0.0,11.0,,,
2093,MO,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,51.0,41.0,-1.0,9.0,,,
2094,MO,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,43.0,34.0,19.0,4.0,,,
2095,MO,PPP (D-NELP) ,,Likely Voters,IVR/Online,8,26,2016,8,27,2016,47.0,41.0,1.0,11.0,,,
2096,MO,Monmouth University,,Likely Voters,Live Phone,8,19,2016,8,22,2016,44.0,43.0,8.0,5.0,,,
2097,MO,PPP (D-Protect Missouri Families),,Likely Voters,IVR/Online,8,8,2016,8,9,2016,45.0,42.0,0.0,13.0,,,
2098,MO,Mason-Dixon,,Likely Voters,Live Phone,7,23,2016,7,24,2016,40.0,41.0,10.0,9.0,,,
2099,MO,SurveyUSA/KSDK,,Likely Voters,Mixed,7,20,2016,7,24,2016,47.0,37.0,9.0,7.0,,,
2100,MO,PPP (D),,Likely Voters,IVR/Online,7,11,2016,7,12,2016,46.0,36.0,8.0,10.0,,,
2101,MO,PPP (D),,Likely Voters,IVR/Online,7,11,2016,7,12,2016,50.0,40.0,0.0,10.0,,,
2102,MO,DFM Research (D-United Transportation Union),,Likely Voters,Live Phone,3,17,2016,3,24,2016,40.0,42.0,7.0,11.0,,,
2103,MO,Fort Hays State University,,Adults,Live Phone,3,3,2016,3,10,2016,43.0,38.0,0.0,19.0,,,
2104,MO,PPP (D),,Likely Voters,Automated Phone,8,7,2015,8,9,2015,48.0,39.0,0.0,13.0,,,
2105,IA,Des Moines Register/Mediacom/Selzer,,Likely Voters,Live Phone,11,1,2016,11,4,2016,46.0,39.0,10.0,5.0,,,
2106,IA,Loras College,,Likely Voters,Live Phone,11,1,2016,11,3,2016,43.0,44.0,13.0,0.0,,,
2107,IA,RABA Research/Simpson,,Likely Voters,IVR/Online,11,1,2016,11,2,2016,44.0,41.0,9.0,6.0,,,
2108,IA,RABA Research/Simpson,,Likely Voters,IVR/Online,11,1,2016,11,2,2016,46.0,44.0,0.0,10.0,,,
2109,IA,Quinnipiac,,Likely Voters,Live Phone,10,20,2016,10,26,2016,44.0,44.0,6.0,6.0,,,
2110,IA,Quinnipiac,,Likely Voters,Live Phone,10,20,2016,10,26,2016,47.0,46.0,1.0,6.0,,,
2111,IA,Lucid/The Times-Picayune,,Likely Voters,Internet,10,7,2016,10,10,2016,37.0,41.0,13.0,9.0,,,
2112,IA,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,48.0,49.0,,,,,
2113,IA,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,49.0,44.0,0.0,7.0,,,
2114,IA,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,45.0,40.0,11.0,4.0,,,
2115,IA,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,46.0,44.0,0.0,10.0,,,
2116,IA,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,47.0,49.0,,,,,
2117,IA,Des Moines Register/Mediacom/Selzer,,Likely Voters,Live Phone,10,3,2016,10,6,2016,43.0,39.0,16.0,2.0,,,
2118,IA,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,49.0,48.0,,,,,
2119,IA,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,49.0,42.0,0.0,9.0,,,
2120,IA,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,49.0,47.0,,,,,
2121,IA,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,51.0,41.0,0.0,8.0,,,
2122,IA,Loras College,,Likely Voters,Live Phone,9,20,2016,9,22,2016,42.0,42.0,14.0,2.0,,,
2123,IA,Loras College,,Likely Voters,Live Phone,9,20,2016,9,22,2016,38.0,38.0,23.0,1.0,,,
2124,IA,Quinnipiac,,Likely Voters,Live Phone,9,13,2016,9,21,2016,44.0,37.0,14.0,5.0,,,
2125,IA,Quinnipiac,,Likely Voters,Live Phone,9,13,2016,9,21,2016,50.0,44.0,0.0,6.0,,,
2126,IA,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,49.0,41.0,0.0,10.0,,,
2127,IA,Monmouth University,,Likely Voters,Live Phone,9,12,2016,9,14,2016,45.0,37.0,12.0,6.0,,,
2128,IA,RABA Research/Simpson,,Likely Voters,IVR/Online,9,6,2016,9,8,2016,40.0,39.0,13.0,8.0,,,
2129,IA,RABA Research/Simpson,,Likely Voters,IVR/Online,9,6,2016,9,8,2016,43.0,42.0,0.0,15.0,,,
2130,IA,PPP (D-Constitutional Responsibility Project),,Likely Voters,IVR/Online,8,30,2016,8,31,2016,43.0,45.0,0.0,12.0,,,
2131,IA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,46.0,42.0,0.0,12.0,,,
2132,IA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,40.0,36.0,19.0,5.0,,,
2133,IA,CBS/YouGov,,Likely Voters,Internet,8,17,2016,8,19,2016,40.0,40.0,20.0,0.0,,,
2134,IA,Quinnipiac,,Likely Voters,Live Phone,8,9,2016,8,16,2016,44.0,47.0,3.0,6.0,,,
2135,IA,Quinnipiac,,Likely Voters,Live Phone,8,9,2016,8,16,2016,39.0,41.0,16.0,4.0,,,
2136,IA,Suffolk,,Likely Voters,Live Phone,8,8,2016,8,10,2016,41.0,40.0,17.0,2.0,,,
2137,IA,Suffolk,,Likely Voters,Live Phone,8,8,2016,8,10,2016,37.0,36.0,26.0,1.0,,,
2138,IA,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,37.0,41.0,13.0,9.0,,,
2139,IA,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,35.0,35.0,20.0,10.0,,,
2140,IA,CBS/YouGov,,Likely Voters,Internet,7,13,2016,7,15,2016,40.0,39.0,21.0,0.0,,,
2141,IA,Gravis Marketing,,Registered Voters,Automated Phone,7,7,2016,7,8,2016,40.0,42.0,,,,,
2142,IA,Gravis Marketing,,Registered Voters,Automated Phone,7,7,2016,7,8,2016,37.0,39.0,,,,,
2143,IA,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,10,2016,39.0,42.0,11.0,8.0,,,
2144,IA,Monmouth University,,Likely Voters,Live Phone,7,8,2016,7,11,2016,44.0,42.0,8.0,6.0,,,
2145,IA,Loras College,,Likely Voters,Live Phone,6,24,2016,6,28,2016,34.0,48.0,7.0,11.0,,,
2146,IA,Loras College,,Likely Voters,Live Phone,6,24,2016,6,28,2016,30.0,44.0,24.0,2.0,,,
2147,IA,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,,Likely Voters,IVR/Online,6,22,2016,6,23,2016,39.0,41.0,0.0,20.0,,,
2148,IA,PPP (D-Constitutional Responsibility Project),,Likely Voters,Automated Phone,6,9,2016,6,13,2016,41.0,44.0,0.0,15.0,,,
2149,IA,NBC/WSJ/Marist,,Registered Voters,Live Phone,1,2,2016,1,7,2016,40.0,48.0,0.0,12.0,,,
2150,IA,PPP (D),,Likely Voters,IVR/Online,12,10,2015,12,13,2015,43.0,45.0,-1.0,13.0,,,
2151,IA,Morning Consult/Campaign for Sustainable Rx Pricing ,,Registered Voters,Live Phone/Online,11,10,2015,11,16,2015,40.0,41.0,0.0,19.0,,,
2152,IA,PPP (D),,Likely Voters,IVR/Online,10,30,2015,11,1,2015,44.0,44.0,0.0,12.0,,,
2153,IA,NBC/WSJ/Marist,,Registered Voters,Live Phone,9,23,2015,9,30,2015,48.0,41.0,0.0,11.0,,,
2154,IA,NBC/Marist,,Registered Voters,Live Phone,8,26,2015,9,2,2015,48.0,43.0,0.0,9.0,,,
2155,IA,PPP (D),,Likely Voters,IVR/Online,8,7,2015,8,9,2015,40.0,43.0,0.0,17.0,,,
2156,NH,UNH/WMUR,,Likely Voters,Live Phone,11,3,2016,11,6,2016,38.0,49.0,9.0,4.0,,,
2157,NH,Gravis Marketing/Breitbart,,Registered Voters,IVR/Online,11,1,2016,11,2,2016,43.0,41.0,13.0,3.0,,,
2158,NH,PPP (D-Center for American Progress Action Fund),,Likely Voters,IVR/Online,10,31,2016,11,1,2016,43.0,48.0,0.0,9.0,,,
2159,NH,UMass Lowell/7 News,,Likely Voters,Live Phone,10,28,2016,11,2,2016,44.0,44.0,11.0,1.0,,,
2160,NH,UMass Lowell/7 News,,Likely Voters,Live Phone,10,28,2016,11,2,2016,45.0,44.0,7.0,4.0,,,
